fulcrum_id,created_at,updated_at,created_by,updated_by,system_created_at,system_updated_at,version,status,project,assigned_to,latitude,longitude,geometry,mogadishu_research,internal_review_notes,internal_review_notes_other,checkpoint_type,name_of_group,bribe_requested,checkpoint_bribe,communication_type,modern_type,internet_cafe_capacity,cluster_size,traditional_type,news_paper_name,communication_photo,communication_photo_caption,communication_notes,group_type,state_actor_type,military_type,state_actor_other,name_of_person_or_group,non_state_actor,other_non_state_actor,business_type,group_validation,range_of_influence,key_group_multi_districts,key_group_multi_districts_other,group_photo,group_photo_caption,group_other_validation_description,group_notes,medical_type,public_type,public_hospital_type,public_center_type,other_speciality_describe,private_type,private_clinic,private_clinic_other,private_hospital,service_capacity,perceived_quality,medical_photo,medical_photo_caption,medical_notes,religion_type,religion_indicator_type,religion_photos,religion_photos_caption,religion_notes,gps_altitude,gps_horizontal_accuracy,gps_vertical_accuracy,gps_speed,gps_course
0fcf779f-931e-4c0e-93c3-b9e21bcc01f3,2014-05-27 10:45:26 UTC,2014-05-30 12:58:41 UTC,researcher1@sutikasipus.com,andie@spatialnetworks.com,2014-05-27 12:01:48 UTC,2014-05-30 12:58:41 UTC,2,No EXIF,"","",2.04822495235687,45.3500106744468,POINT (45.3500106744468 2.04822495235687),Communication,"","","","","","",Modern,Internet Cafe,10 - 25,"","","",30c51e73-fc09-4db3-acb1-3aa34d948f1b,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,"","",0.0
6ac3a14e-c64f-4764-a261-724772f67cbd,2014-05-27 10:48:31 UTC,2014-05-30 12:58:52 UTC,researcher1@sutikasipus.com,andie@spatialnetworks.com,2014-05-27 12:01:59 UTC,2014-05-30 12:58:53 UTC,2,No EXIF,"","",2.04754176096345,45.3493049181998,POINT (45.3493049181998 2.04754176096345),Religion,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Islam Wahabi,Mosque,76441fed-9b82-4dd7-86f7-68a31a736bd7,"","",0.0,0.0,"","",0.0
70a19869-31f0-4bbd-b7fb-bbcab6b7869a,2014-05-27 11:00:02 UTC,2014-05-30 12:59:04 UTC,researcher1@sutikasipus.com,andie@spatialnetworks.com,2014-05-27 12:02:10 UTC,2014-05-30 12:59:04 UTC,2,No EXIF,"","",2.04524490890113,45.3471259586513,POINT (45.3471259586513 2.04524490890113),Communication,"","","","","","",Modern,Radio Tower,"","","","",08d29a29-4e89-4ab9-89e5-e510b36ff8d2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,"","",0.0
fa859b2d-8986-4d8f-8553-3ed4d8ebbe51,2014-05-27 11:03:45 UTC,2014-05-30 12:59:14 UTC,researcher1@sutikasipus.com,andie@spatialnetworks.com,2014-05-27 12:02:19 UTC,2014-05-30 12:59:15 UTC,2,No EXIF,"","",2.04631375804545,45.3473469056189,POINT (45.3473469056189 2.04631375804545),Religion,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Islam Sufi,Mosque,942b1161-9dd3-4967-a5c5-e5f58b2cf095,"","",0.0,0.0,"","",0.0
e971dc17-b825-4ae2-8aa5-bf42e5596896,2014-05-27 11:09:19 UTC,2014-05-30 12:59:36 UTC,researcher1@sutikasipus.com,andie@spatialnetworks.com,2014-05-27 12:02:27 UTC,2014-05-30 12:59:36 UTC,4,No EXIF,"","",2.05001083137621,45.3515207581222,POINT (45.3515207581222 2.05001083137621),Communication,"","","","","","",Modern,Mobile Tower,"","","","",ce039ad7-bdfc-491d-8570-3916ceab5074,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,"","",0.0
86f3c6df-4c64-4a51-8b93-cd9243ac97c3,2014-05-27 11:13:09 UTC,2014-05-30 12:59:47 UTC,researcher1@sutikasipus.com,andie@spatialnetworks.com,2014-05-27 12:02:33 UTC,2014-05-30 12:59:47 UTC,2,No EXIF,"","",2.05104784651535,45.3514637611806,POINT (45.3514637611806 2.05104784651535),Communication,"","","","","","",Modern,Mobile Tower,"","","","",9594e4df-1cff-4709-bc15-fd6a1171039e,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,"","",0.0
a4b61a03-cc0a-4559-9f6a-77f171b6a43e,2014-05-27 11:17:41 UTC,2014-05-30 12:59:58 UTC,researcher1@sutikasipus.com,andie@spatialnetworks.com,2014-05-27 12:02:41 UTC,2014-05-30 12:59:58 UTC,2,No EXIF,"","",2.05309272447895,45.3498148731887,POINT (45.3498148731887 2.05309272447895),Medical,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Private,"","","","",Clinic,General,"","",50 - 100,Good (Clean + some staff and equipment),f3f9b00f-1f26-47f3-9553-345adac7cf91,"","","","","","","",0.0,0.0,"","",0.0
4150bd2d-f0b8-4a6a-8907-a0c22c1c036d,2014-05-27 11:19:17 UTC,2014-05-30 13:00:08 UTC,researcher1@sutikasipus.com,andie@spatialnetworks.com,2014-05-27 12:02:54 UTC,2014-05-30 13:00:08 UTC,2,No EXIF,"","",2.05303174339448,45.3491299040616,POINT (45.3491299040616 2.05303174339448),Religion,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Islam Sufi,Mosque,0139b72d-0f07-42db-b28e-1a85119450f6,"","",0.0,0.0,"","",0.0
830ba8a7-b21c-4c88-8097-cb2818455d1b,2014-05-27 11:23:01 UTC,2014-05-30 13:00:19 UTC,researcher1@sutikasipus.com,andie@spatialnetworks.com,2014-05-27 12:03:11 UTC,2014-05-30 13:00:19 UTC,2,No EXIF,"","",2.05204565883213,45.3451786749065,POINT (45.3451786749065 2.05204565883213),Religion,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Islam Sufi,Mosque,159da690-6b8b-46e6-ad88-32bc5127e899,"","",0.0,0.0,"","",0.0
a17490e9-ee1d-41ed-98ff-55c8def35853,2014-05-27 11:26:56 UTC,2014-05-30 13:00:30 UTC,researcher1@sutikasipus.com,andie@spatialnetworks.com,2014-05-27 12:03:22 UTC,2014-05-30 13:00:31 UTC,2,No EXIF,"","",2.0523086817871,45.3430929221213,POINT (45.3430929221213 2.0523086817871),Communication,"","","","","","",Modern,Mobile Tower,"","","","",9f87006a-0675-4900-8001-461621c07182,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,"","",0.0
1fc3a8fb-1768-45f2-870b-627001337541,2014-05-27 11:29:38 UTC,2014-05-30 13:00:42 UTC,researcher1@sutikasipus.com,andie@spatialnetworks.com,2014-05-27 12:03:30 UTC,2014-05-30 13:00:42 UTC,2,No EXIF,"","",2.05244069583992,45.3428699634969,POINT (45.3428699634969 2.05244069583992),Medical,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Private,"","","","",Clinic,"","","",10 - 49,Good (Clean + some staff and equipment),09e590b6-ad08-4a09-bb73-19580342ed8e,"","","","","","","",0.0,0.0,"","",0.0
6c62ef83-4d7e-4397-affd-d6740f1f33b4,2014-05-27 11:31:39 UTC,2014-05-30 13:00:50 UTC,researcher1@sutikasipus.com,andie@spatialnetworks.com,2014-05-27 12:03:42 UTC,2014-05-30 13:00:51 UTC,2,No EXIF,"","",2.05323579547567,45.3429249487817,POINT (45.3429249487817 2.05323579547567),Religion,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Islam Sunni,Mosque,f8fa1b91-2de3-4bbe-a3bd-f972e279915e,"","",0.0,0.0,"","",0.0
15f0998c-0b6c-42aa-b94f-b60e296ece36,2014-05-27 11:35:42 UTC,2014-05-30 13:01:01 UTC,researcher1@sutikasipus.com,andie@spatialnetworks.com,2014-05-27 12:03:51 UTC,2014-05-30 13:01:01 UTC,2,No EXIF,"","",2.05376485649748,45.3425507806242,POINT (45.3425507806242 2.05376485649748),Medical,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Public,Health Center,"",Other Speciality,"","","","","",50 - 100,Good (Clean + some staff and equipment),19368bd4-2373-490f-98ed-b8a0b46d0de2,"","","","","","","",0.0,0.0,"","",0.0
62eed2fd-71a9-459e-9720-f2e81f3ca1fc,2014-05-27 11:39:22 UTC,2014-05-30 13:01:15 UTC,researcher1@sutikasipus.com,andie@spatialnetworks.com,2014-05-27 12:03:58 UTC,2014-05-30 13:01:15 UTC,2,No EXIF,"","",2.05220079212163,45.3401129879057,POINT (45.3401129879057 2.05220079212163),Communication,"","","","","","",Modern,Mobile Tower,"","","","",b5a3ab12-66ba-43c7-991b-d5f86c2c8089,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,"","",0.0
16edd3fe-08d5-4e61-b8c3-e862a84a4aa5,2014-05-27 10:39:05 UTC,2014-05-30 13:01:25 UTC,mogresearcher3@gmail.com,andie@spatialnetworks.com,2014-05-27 17:45:15 UTC,2014-05-30 13:01:25 UTC,2,No EXIF,"","",2.04409560176484,45.3450019843876,POINT (45.3450019843876 2.04409560176484),Religion,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Islam Sunni,Mosque,a99babec-605f-4f45-a7ca-91558b6df7c3,"","",0.0,0.0,"","",0.0
d76fb327-42b8-4bd8-b9ff-2d371a48dd05,2014-05-27 11:44:49 UTC,2014-05-30 13:01:34 UTC,mogresearcher3@gmail.com,andie@spatialnetworks.com,2014-05-27 17:48:23 UTC,2014-05-30 13:01:34 UTC,2,No EXIF,"","",2.04281303436862,45.3426728211343,POINT (45.3426728211343 2.04281303436862),Religion,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Islam Sunni,Mosque,c8bcacd8-3f09-4ac7-b71a-747d233ee717,"","",0.0,0.0,"","",0.0
ed1c9c05-e9aa-4cae-923b-1eeb81b0f054,2014-05-27 12:11:44 UTC,2014-05-30 13:01:45 UTC,mogresearcher3@gmail.com,andie@spatialnetworks.com,2014-05-27 17:51:23 UTC,2014-05-30 13:01:45 UTC,2,No EXIF,"","",2.0448659649875,45.3408837877214,POINT (45.3408837877214 2.0448659649875),Religion,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Islam Sunni,Mosque,9ffeca70-900e-43a2-9604-a9c979376579,"","",0.0,0.0,"","",0.0
31e07a10-154c-447e-adef-780b927ed294,2014-05-27 12:05:11 UTC,2014-05-30 13:01:54 UTC,mogresearcher3@gmail.com,andie@spatialnetworks.com,2014-05-27 17:53:56 UTC,2014-05-30 13:01:54 UTC,2,No EXIF,"","",2.04392376799102,45.3410178981721,POINT (45.3410178981721 2.04392376799102),Communication,"","","","","","",Modern,WiFi Access,"","","","",f27ab733-af0f-42bf-8435-89dfe41d2085,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,"","",0.0
296fab26-5437-4c8d-8c26-3bf0ee8588c1,2014-05-27 12:27:52 UTC,2014-05-30 13:02:04 UTC,mogresearcher3@gmail.com,andie@spatialnetworks.com,2014-05-27 17:57:14 UTC,2014-05-30 13:02:05 UTC,2,No EXIF,"","",2.04645181495384,45.3439156897366,POINT (45.3439156897366 2.04645181495384),Communication,"","","","","","",Modern,Mobile Tower,"","","","",49f19694-4155-4e8c-879e-a08d2fc8a475,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,"","",0.0
6494a9d0-5106-4bb4-8902-d34cbf34c8ef,2014-05-27 12:43:10 UTC,2014-05-30 13:02:38 UTC,mogresearcher3@gmail.com,andie@spatialnetworks.com,2014-05-27 18:00:19 UTC,2014-05-30 13:02:38 UTC,2,No EXIF,"","",2.05176187386901,45.3396469540894,POINT (45.3396469540894 2.05176187386901),Communication,"","","","","","",Modern,Mobile Tower,"","","","",48a0d664-49a6-4795-a581-cac0caa17f59,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,"","",0.0
283b12cf-c113-4449-a6e9-5e355d96dc6c,2014-05-27 12:47:37 UTC,2014-05-30 13:02:49 UTC,mogresearcher3@gmail.com,andie@spatialnetworks.com,2014-05-27 18:03:22 UTC,2014-05-30 13:02:49 UTC,2,No EXIF,"","",2.0515754,45.338421,POINT (45.338421 2.0515754),Religion,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Islam Sunni,Mosque,782715c6-4b5d-4e07-82a3-b287e20a5842,"","",0.994449789417892,24.0,"","",0.0
23b3fcca-632e-4ef7-8c6e-d9b89436c4f6,2014-05-27 12:50:17 UTC,2014-05-30 13:03:00 UTC,mogresearcher3@gmail.com,andie@spatialnetworks.com,2014-05-27 18:05:36 UTC,2014-05-30 13:03:00 UTC,2,No EXIF,"","",2.05155379948918,45.3385117091238,POINT (45.3385117091238 2.05155379948918),Religion,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Islam Sunni,Mosque,7055821d-c1d4-4b81-be42-0ed01c98d579,"","",0.0,0.0,"","",0.0
4dfbddb4-6173-4849-ab51-e144a29b8eb3,2014-05-27 12:55:32 UTC,2014-05-30 13:03:08 UTC,mogresearcher3@gmail.com,andie@spatialnetworks.com,2014-05-27 18:08:44 UTC,2014-05-30 13:03:09 UTC,2,No EXIF,"","",2.05041492599209,45.3348806686699,POINT (45.3348806686699 2.05041492599209),Communication,"","","","","","",Modern,Mobile Tower,"","","","",3218f752-278a-4361-be8c-943041c2be2e,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,"","",0.0
c17990b8-5e4f-4e09-9e89-03ec3d4d855c,2014-05-27 13:00:07 UTC,2014-05-30 13:03:21 UTC,mogresearcher3@gmail.com,andie@spatialnetworks.com,2014-05-27 18:11:40 UTC,2014-05-30 13:03:21 UTC,2,No EXIF,"","",2.0517089340474,45.3340257145464,POINT (45.3340257145464 2.0517089340474),Religion,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Islam Sunni,Mosque,6705e3bf-8c97-40ee-aac4-78731ea12ce2,"","",0.0,0.0,"","",0.0
7a0124d2-52ed-43cb-957d-57eb80150748,2014-05-27 13:05:01 UTC,2014-05-30 13:09:04 UTC,mogresearcher3@gmail.com,andie@spatialnetworks.com,2014-05-27 18:14:19 UTC,2014-05-30 13:09:04 UTC,2,No EXIF,"","",2.05180174477384,45.3323808498681,POINT (45.3323808498681 2.05180174477384),Religion,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Islam Sunni,Mosque,a55e080c-0c8a-4119-a1d4-62ebd82a7d1b,"","",0.0,0.0,"","",0.0
38cc6f6b-a7a4-4b54-a38f-7e4e4ca49021,2014-05-27 13:08:11 UTC,2014-05-30 13:09:14 UTC,mogresearcher3@gmail.com,andie@spatialnetworks.com,2014-05-27 18:17:04 UTC,2014-05-30 13:09:15 UTC,2,No EXIF,"","",2.05078885453772,45.3321987949312,POINT (45.3321987949312 2.05078885453772),Religion,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Islam Sunni,Mosque,eb67a3a9-05a2-4a11-a873-06f2a610168a,"","",0.0,0.0,"","",0.0
812c7b95-08c4-49ca-83a5-8e522b0af412,2014-05-27 13:27:42 UTC,2014-05-30 13:16:15 UTC,mogresearcher3@gmail.com,andie@spatialnetworks.com,2014-05-27 18:23:17 UTC,2014-05-30 13:16:15 UTC,3,No EXIF,"","",2.0489349588393,45.3309039585292,POINT (45.3309039585292 2.0489349588393),Communication,"","","","","","",Modern,Mobile Tower,"","","","",f1442edf-ca99-4202-821f-e7350d86e817,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,"","",0.0
1704518b-c4f9-468a-bad9-01f4156c58ad,2014-05-27 13:39:36 UTC,2014-05-30 13:16:21 UTC,mogresearcher3@gmail.com,andie@spatialnetworks.com,2014-05-27 18:26:14 UTC,2014-05-30 13:16:21 UTC,3,No EXIF,"","",2.04874196324833,45.3297449089587,POINT (45.3297449089587 2.04874196324833),Religion,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Islam Sunni,Mosque,649bb1c0-27c5-42e2-83e6-ff22d8d9ba69,"","",0.0,0.0,"","",0.0
088e19aa-b51f-4a02-9fff-9822f1eb8ed7,2014-05-27 10:57:06 UTC,2014-05-30 13:16:27 UTC,mogresearcher6@gmail.com,andie@spatialnetworks.com,2014-05-27 18:57:19 UTC,2014-05-30 13:16:28 UTC,3,No EXIF,"","",2.03493244771933,45.3260488249362,POINT (45.3260488249362 2.03493244771933),Religion,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Islam Sunni,Mosque,fd15f32c-538a-487b-a6ae-8deb0544faac,"","",0.0,0.0,"","",0.0
d03c5154-10a6-450e-852a-c9668a678872,2014-05-27 10:59:11 UTC,2014-05-30 13:16:33 UTC,mogresearcher6@gmail.com,andie@spatialnetworks.com,2014-05-27 19:00:43 UTC,2014-05-30 13:16:33 UTC,3,No EXIF,"","",2.03523065523313,45.3259328193963,POINT (45.3259328193963 2.03523065523313),Communication,"","","","","","",Modern,Radio Tower,"","","","",23629642-9036-4f2b-b129-6e27cfa7859e,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,"","",0.0
c1c840c2-06d4-4c56-b39c-50d005cfc9d0,2014-05-27 11:00:48 UTC,2014-05-30 13:16:43 UTC,mogresearcher6@gmail.com,andie@spatialnetworks.com,2014-05-27 19:04:09 UTC,2014-05-30 13:16:43 UTC,3,No EXIF,"","",2.0266368957258,45.3177809156477,POINT (45.3177809156477 2.0266368957258),Religion,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Islam Sunni,Mosque,3939edfd-f24d-45ed-b0d8-51a03ccb6076,"","",0.0,0.0,"","",0.0
