x,y
0.35,0.13
0.34,0.12
0.33,0.11
0.31,0.10
0.32,0.10
0.30,0.09
0.32,0.08
0.30,0.07
0.32,0.07
0.31,0.07
0.61,0.16
0.53,0.11
0.45,0.09
0.44,0.08
0.46,0.03
0.41,0.03
0.44,0.04
0.41,0.06
0.41,0.06
0.38,0.08
0.39,0.10
0.40,0.09
0.38,0.08
0.36,0.09
0.39,0.08
0.39,0.08
0.20,0.03
0.16,0.03
0.13,0.03
0.14,0.03
0.15,0.03
0.11,0.02
0.12,0.02
0.11,0.02
0.09,0.01
0.09,0.02
0.12,0.05
0.11,0.04
0.13,0.05
0.13,0.05
0.16,0.05
0.16,0.05
0.31,0.08
0.28,0.10
0.22,0.08
0.24,0.09
0.24,0.09
0.22,0.09
0.21,0.09
0.20,0.09
0.19,0.09
0.19,0.08
0.19,0.09
0.17,0.09
0.17,0.09
0.17,0.08
0.17,0.09
0.18,0.10
0.25,0.11
0.23,0.08
0.16,0.07
0.17,0.07
0.16,0.09
0.19,0.11
0.19,0.11
0.19,0.10
0.20,0.10
0.19,0.09
0.21,0.10
0.23,0.12
0.30,0.15
0.23,0.08
0.27,0.11
0.30,0.13
0.33,0.26
0.24,0.17
0.33,0.26
0.49,0.42
0.38,0.30
0.36,0.28
0.37,0.29
0.41,0.33
0.44,0.36
0.39,0.32
0.43,0.34
0.49,0.38
0.44,0.36
0.63,0.15
0.60,0.13
0.45,0.07
0.48,0.07
0.54,0.09
0.43,0.07
0.42,0.07
0.44,0.11
0.41,0.10
0.40,0.11
0.40,0.12
0.39,0.12
0.37,0.11
0.40,0.12
0.39,0.11
0.40,0.10
0.24,0.09
0.19,0.07
0.14,0.05
0.17,0.07
0.18,0.08
0.18,0.08
0.18,0.09
0.19,0.09
0.25,0.11
0.28,0.15
0.27,0.16
0.29,0.17
